Data,Horas,Cotacao,Semana,Nota,Valor_USD,Valor_BRL,Valor_Ajustado_USD,Valor_Ajustado_BRL,Pago
2025-09-05,4.57,5.31,1,3,137.10000000000002,728.0010000000001,137.10000000000002,728.0010000000001,True
2025-09-06,7.12,5.31,1,2,213.6,1134.216,106.8,567.108,True
